Year,MO,DY,T,H,P,
1991,10,3,28.47,3.11,0,
1991,10,4,25.94,3.48,0,
1991,10,5,24.4,5,0,
1991,10,6,25.13,4.76,0,
1991,10,7,24.53,4.76,0.01,
1991,10,8,24.94,4.27,0.07,
1991,10,9,26.75,2.93,0,
1991,10,10,27.01,3.23,0,
1991,10,11,27.5,3.66,0,
1991,10,12,26.73,5.55,0,
1991,10,13,26.8,3.6,0,
1991,10,14,27.44,2.81,0,
1991,10,15,24.98,2.81,0,
1991,10,16,22.56,4.58,0,
1991,10,17,23.93,4.39,0,
1991,10,18,25.47,4.15,0,
1991,10,19,24.9,2.99,0,
1991,10,20,23.7,3.42,0,
1991,10,21,22.18,3.85,0,
1991,10,22,15.31,7.63,1.36,
1991,10,23,13.46,3.23,0,
1991,10,24,13.19,5,5.66,
1991,10,25,12.83,8.24,33.75,
1991,10,26,13.37,7.39,10.78,
1991,10,27,10.43,4.15,0.44,
1991,10,28,12.3,4.21,0.23,
1991,10,29,12.41,4.88,0.42,
1991,10,30,11.34,2.69,0,
1991,10,31,12.54,2.81,0,
1991,11,1,15.11,3.91,0.08,
1991,11,2,16.33,4.33,0,
1991,11,3,16.62,5,0,
1991,11,4,18.9,4.21,0,
1991,11,5,19.47,6.53,0,
1991,11,6,20.7,7.75,0,
1991,11,7,20.9,6.65,0,
1991,11,8,18.64,7.57,1.81,
1991,11,9,17.87,7.63,0.27,
1991,11,10,16.58,5.49,0,
1991,11,11,17.28,5.25,0,
1991,11,12,17.87,4.88,0,
1991,11,13,14.83,5.25,0.02,
1991,11,14,10.96,3.6,0.01,
1991,11,15,10.02,2.99,0,
1991,11,16,9.93,3.91,6.29,
1991,11,17,10.9,6.84,16.5,
1991,11,18,9.42,4.7,0.13,
1991,11,19,10.01,3.42,2.32,
1991,11,20,10.51,5.8,6.63,
1991,11,21,10.1,4.03,0.02,
1991,11,22,10.4,3.11,0.03,
1991,11,23,11.95,3.48,0,
1991,11,24,13.69,4.33,0,
1991,11,25,14.89,5.74,0.01,
1991,11,26,14.69,5.07,0.18,
1991,11,27,10.19,4.76,2.41,
1991,11,28,8.76,3.23,0,
1991,11,29,7.89,2.93,0.02,
1991,11,30,7,2.2,0,
1991,12,1,9.02,3.3,0,
1991,12,2,10.58,4.52,0.01,
1991,12,3,9.96,3.78,0,
1991,12,4,11.65,3.72,0,
1991,12,5,11.17,3.54,0,
1991,12,6,10.85,5.07,16.94,
1991,12,7,8.46,5.31,4.82,
1991,12,8,7.57,3.42,0.13,
1991,12,9,7.54,3.6,0.08,
1991,12,10,8.03,3.66,0,
1991,12,11,8.14,3.3,0.01,
1991,12,12,9.42,4.21,0,
1991,12,13,9.16,3.48,0.01,
1991,12,14,11.01,3.85,0.01,
1991,12,15,11.27,3.36,0.01,
1991,12,16,10.83,3.85,0.82,
1991,12,17,10.8,4.94,8.09,
1991,12,18,9.5,6.47,14.51,
1991,12,19,5.81,3.66,0.01,
1991,12,20,6.62,2.93,0.02,
1991,12,21,7.48,2.99,0.02,
1991,12,22,9.86,4.27,0,
1991,12,23,9.89,4.33,0,
1991,12,24,10.06,4.09,0,
1991,12,25,9.38,4.33,0.01,
1991,12,26,9.17,4.33,0.25,
1991,12,27,10.46,5.43,15.94,
1991,12,28,8.71,6.23,25.3,
1991,12,29,7.19,5.92,17.85,
1991,12,30,8.12,5.74,0.24,
1991,12,31,8.22,5.13,8.81,
1992,1,1,7.15,4.39,5.03,
1992,1,2,8.76,4.33,6.15,
1992,1,3,7.8,4.64,2.89,
1992,1,4,8.46,5.86,16.43,
1992,1,5,7.98,6.29,14.74,
1992,1,6,6.93,5.8,10.72,
1992,1,7,5.37,4.94,18.47,
1992,1,8,5.3,4.21,0,
1992,1,9,5.66,4.52,1.39,
1992,1,10,8.31,4.7,2.08,
1992,1,11,5.69,4.46,0.21,
1992,1,12,4.48,3.66,0.15,
1992,1,13,5.88,4.03,6.85,
1992,1,14,7.03,5.43,0.81,
1992,1,15,8.29,5.31,3.84,
1992,1,16,9.01,5.31,0.82,
1992,1,17,9.69,5.62,3.22,
1992,1,18,7.68,4.39,0.25,
1992,1,19,6.7,4.21,1.07,
1992,1,20,7.87,4.39,11.55,
1992,1,21,8.94,4.64,3.86,
1992,1,22,9.12,3.78,3.33,
1992,1,23,8.73,3.66,0.85,
1992,1,24,9.35,4.64,0.27,
1992,1,25,9.33,5.55,2.93,
1992,1,26,10.39,5,0.04,
1992,1,27,9.87,5.49,2.44,
1992,1,28,9.91,6.16,7.01,
1992,1,29,11.14,5.43,0,
1992,1,30,11.44,6.1,0.08,
1992,1,31,10.33,5.98,0.16,
1992,2,1,9.76,6.29,9.89,
1992,2,2,7.87,4.7,0,
1992,2,3,8.65,4.58,0.31,
1992,2,4,9.19,4.58,0.05,
1992,2,5,10.04,5.13,0.38,
1992,2,6,9.35,6.53,1.09,
1992,2,7,11.62,7.32,3.01,
1992,2,8,10.84,7.63,3.13,
1992,2,9,10.87,7.2,17.43,
1992,2,10,10.1,7.26,27.88,
1992,2,11,10.33,7.14,26.37,
1992,2,12,10.06,7.26,34.98,
1992,2,13,9.15,6.65,15.76,
1992,2,14,8.1,6.41,35.2,
1992,2,15,6.64,5.49,11.79,
1992,2,16,7.29,5.92,12.8,
1992,2,17,6.96,5.92,8.8,
1992,2,18,8.98,6.65,16.21,
1992,2,19,11.37,8.06,25.68,
1992,2,20,11.97,7.69,4.29,
1992,2,21,10.84,7.51,7.99,
1992,2,22,11.7,7.02,0.33,
1992,2,23,11.15,6.04,0,
1992,2,24,12.58,6.77,0.28,
1992,2,25,14.69,7.75,0.19,
1992,2,26,14.42,7.2,0.04,
1992,2,27,14.71,6.96,0.03,
1992,2,28,15.33,8.24,0.05,
1992,2,29,13.76,8.73,3.94,
1992,3,1,11.6,7.63,3.41,
1992,3,2,13.32,7.26,1.19,
1992,3,3,12.9,7.69,1.08,
1992,3,4,11,7.2,2.33,
1992,3,5,10.59,7.32,37.73,
1992,3,6,8.85,6.41,8.14,
1992,3,7,11,6.23,0.56,
1992,3,8,11.46,5.98,0.33,
1992,3,9,12.69,5.92,0.07,
1992,3,10,13.91,5.86,0.06,
1992,3,11,14.5,6.16,0.02,
1992,3,12,12.81,6.65,0.16,
1992,3,13,11.83,7.51,6.75,
1992,3,14,9.68,6.9,19.11,
1992,3,15,9.35,6.96,18.53,
1992,3,16,10.05,6.9,10.52,
1992,3,17,10.58,5.92,0.26,
1992,3,18,12.29,5.49,0,
1992,3,19,14.28,6.23,0.15,
1992,3,20,12.33,6.77,0.17,
1992,3,21,12.58,7.93,2.38,
1992,3,22,11.98,7.75,7.06,
1992,3,23,12.01,7.14,0.34,
1992,3,24,12.47,6.77,0.04,
1992,3,25,16.05,7.75,0.68,
1992,3,26,15.95,8.73,0.21,
1992,3,27,15.79,8.36,0.16,
1992,3,28,14.19,8.54,0.04,
1992,3,29,12.96,7.75,0.79,
1992,3,30,11.8,7.69,1.43,
1992,3,31,15.99,8.73,0.26,
1992,4,1,17.3,8.54,0.01,
1992,4,2,16.63,7.45,0.14,
1992,4,3,17.39,9.34,0.07,
1992,4,4,12.85,6.47,0.02,
1992,4,5,10.84,5.19,0,
1992,4,6,12.33,5.62,0,
1992,4,7,15.69,7.02,0,
1992,4,8,15.84,7.63,0.05,
1992,4,9,14.87,8.3,3.14,
1992,4,10,15.57,9.03,1.05,
1992,4,11,13.01,8.18,11.89,
1992,4,12,12,8.12,24.87,
1992,4,13,13.32,7.87,1.08,
1992,4,14,15.06,8.06,0.14,
1992,4,15,14.19,8.24,0.64,
1992,4,16,14.65,9.52,5.18,
1992,4,17,15.76,8.67,3.41,
1992,4,18,14.69,6.9,0.11,
1992,4,19,16.4,7.87,0.13,
1992,4,20,19.94,8.54,0.3,
1992,4,21,15.01,7.2,0,
1992,4,22,12.78,5.37,0,
1992,4,23,14.4,6.16,0.04,
1992,4,24,19.78,7.32,0.02,
1992,4,25,20.73,8.61,0.03,
1992,4,26,17.79,8,0.05,
1992,4,27,19.29,8.91,0.03,
1992,4,28,21.49,10.93,0.07,
1992,4,29,17.9,9.89,0.45,
1992,4,30,16.45,8.61,0.57,
1992,5,1,16.68,8,0.16,
1992,5,2,19.61,8.18,0.01,
1992,5,3,21.34,8.97,0.16,
1992,5,4,23.66,9.83,0.13,
1992,5,5,24.56,10.86,0.05,
1992,5,6,21.8,13.24,0.24,
1992,5,7,21.83,11.84,0.26,
1992,5,8,22.47,11.41,0.1,
1992,5,9,19.89,8.36,0.03,
1992,5,10,20.6,8.54,0,
1992,5,11,20.78,9.64,0.01,
1992,5,12,18.66,9.4,0,
1992,5,13,18.33,8.24,0,
1992,5,14,19.71,9.28,0,
1992,5,15,20.72,8.97,0.01,
1992,5,16,22.27,9.58,0.01,
1992,5,17,19.91,9.03,0.01,
1992,5,18,19.22,9.22,0.1,
1992,5,19,17.43,8.18,1.38,
1992,5,20,19.02,7.87,0.15,
1992,5,21,20.14,6.35,0,
1992,5,22,23.04,7.08,0.09,
1992,5,23,25.61,8.12,0.08,
1992,5,24,24.25,10.07,0.07,
1992,5,25,23.87,10.13,0.04,
1992,5,26,24.65,9.4,0.07,
1992,5,27,25.48,7.69,0.01,
1992,5,28,25.36,8.54,0,
1992,5,29,26.67,9.16,0,
1992,5,30,27.8,8.97,0,
1992,5,31,26.8,9.95,0,
1992,6,1,27.32,9.95,0,
1992,6,2,28.17,9.95,0,
1992,6,3,28.1,9.09,0,
1992,6,4,28.31,8.24,0,
1992,6,5,25.35,6.59,0.01,
1992,6,6,23.43,8.12,0.03,
1992,6,7,24.34,8.36,0.02,
1992,6,8,25.26,7.57,0,
1992,6,9,24.15,7.69,0.01,
1992,6,10,21.63,6.04,0.28,
1992,6,11,18.54,5.86,0.2,
1992,6,12,16.39,5.49,0.98,
1992,6,13,18.8,5.37,1.34,
1992,6,14,20.2,5.8,1.63,
1992,6,15,17.21,7.63,7.68,
1992,6,16,22.26,6.53,1.22,
1992,6,17,25.44,7.93,1.54,
1992,6,18,23.3,9.89,0.92,
1992,6,19,26.83,8.24,0.11,
1992,6,20,29.72,7.87,0.32,
1992,6,21,30.58,7.69,0.04,
1992,6,22,27.34,9.09,0.13,
1992,6,23,27.08,9.28,0.16,
1992,6,24,26.33,10.99,1.52,
1992,6,25,25.7,8.61,0.06,
1992,6,26,25.05,8.36,0,
1992,6,27,23.4,7.69,0.06,
1992,6,28,19.29,8.67,5.27,
1992,6,29,17.35,9.64,16,
1992,6,30,19.24,8.48,1.3,
1992,7,1,23.13,7.26,0,
1992,7,2,25.02,7.26,0,
1992,7,3,23.62,7.14,0,
1992,7,4,21.23,7.81,0,
1992,7,5,23,6.96,0,
1992,7,6,25.08,6.35,0,
1992,7,7,25.85,6.04,0.01,
1992,7,8,26.72,5.68,0,
1992,7,9,28.39,6.84,0,
1992,7,10,28.8,7.75,0,
1992,7,11,24.37,8.73,0.23,
1992,7,12,24.99,9.58,0.06,
1992,7,13,27.43,9.89,0.17,
1992,7,14,28.7,9.89,0.01,
1992,7,15,29.72,9.34,0,
1992,7,16,30.58,9.34,0.44,
1992,7,17,29.04,9.16,0.21,
1992,7,18,27.05,7.57,0.02,
1992,7,19,27.05,7.39,0.04,
1992,7,20,26.37,7.57,0,
1992,7,21,27.96,6.53,0,
1992,7,22,25.33,6.71,0,
1992,7,23,27.05,5.37,0,
1992,7,24,27.55,5.49,0,
1992,7,25,27.94,6.53,0,
1992,7,26,28.48,6.23,0.01,
1992,7,27,30.58,5.8,0.01,
1992,7,28,31.48,5.98,0.17,
1992,7,29,29.58,5.07,0.01,
1992,7,30,26.76,4.46,0,
1992,7,31,26.05,4.64,0,
1992,8,1,28.44,4.76,0.01,
1992,8,2,29.57,4.27,0,
1992,8,3,28.42,3.97,0,
1992,8,4,28.22,3.85,0,
1992,8,5,27.35,4.33,0.06,
1992,8,6,27.07,4.94,0,
1992,8,7,27.3,7.08,0.02,
1992,8,8,26.78,8.12,0,
1992,8,9,29.69,5.43,0,
1992,8,10,32.11,4.82,0.01,
1992,8,11,32.97,6.29,0.11,
1992,8,12,33.17,6.65,0.02,
1992,8,13,32.38,7.87,0.03,
1992,8,14,32.82,8,0.09,
1992,8,15,33.64,7.08,0,
1992,8,16,33.79,6.47,0.01,
1992,8,17,31.54,4.82,0,
1992,8,18,31.3,4.46,0,
1992,8,19,32.27,4.82,0,
1992,8,20,31.08,4.94,0.01,
1992,8,21,26.15,4.21,0,
1992,8,22,23.98,3.66,0,
1992,8,23,26.53,3.11,0,
1992,8,24,27,3.05,0.01,
1992,8,25,26.76,3.91,0,
1992,8,26,29.1,2.56,0.01,
1992,8,27,30.78,3.54,0.27,
1992,8,28,29.77,4.15,0.02,
1992,8,29,25.98,7.02,0.07,
1992,8,30,24.36,8.18,0.01,
1992,8,31,24.06,7.39,0,
1992,9,1,26.31,6.77,0.03,
1992,9,2,23.6,7.08,0,
1992,9,3,21.39,6.1,0.02,
1992,9,4,23.81,6.23,0,
1992,9,5,25.5,5.07,0,
1992,9,6,23.91,3.66,1.2,
1992,9,7,25.48,2.81,0.01,
1992,9,8,26.86,3.42,0.01,
1992,9,9,27.2,5.62,1.23,
1992,9,10,24.16,7.32,0.73,
1992,9,11,22.61,7.32,0.51,
1992,9,12,24.41,4.7,0,
1992,9,13,23.17,3.11,1.18,
1992,9,14,21.33,3.97,0.01,
1992,9,15,21.24,4.52,0,
1992,9,16,23.88,4.52,0.01,
1992,9,17,23.95,5.74,0.14,
1992,9,18,26.87,4.39,0,
1992,9,19,25.69,3.91,0.02,
1992,9,20,27.4,4.7,1.23,
1992,9,21,26.87,4.21,0.01,
1992,9,22,24.83,6.04,0.05,
1992,9,23,24.1,8.06,1.2,
1992,9,24,22.1,5.86,0.03,
1992,9,25,24.11,3.42,0,
1992,9,26,26.49,2.99,0,
1992,9,27,27.48,3.23,0.02,
1992,9,28,26.77,3.42,0.01,
1992,9,29,26.32,5.13,0,
1992,9,30,23.09,9.77,0,
1992,10,1,19.52,9.22,0.66,
1992,10,2,16.11,6.9,0.85,
1992,10,3,19.15,5.62,0,
1992,10,4,22.3,4.76,0.04,
1992,10,5,22.65,3.91,0.03,
1992,10,6,23.97,2.38,0,
1992,10,7,23.72,1.83,0,
1992,10,8,24.93,2.56,0,
1992,10,9,24.88,3.42,0,
1992,10,10,25.06,3.54,0,
1992,10,11,25.93,3.11,0,
1992,10,12,23.51,4.27,0,
1992,10,13,22.23,5.49,0,
1992,10,14,19.66,6.1,0,
1992,10,15,18.25,6.53,0,
1992,10,16,20.25,5.55,0,
1992,10,17,21.23,4.52,0,
1992,10,18,19.27,5.8,0,
1992,10,19,18.18,7.63,0.64,
1992,10,20,18.06,9.58,17.52,
1992,10,21,17.72,8.79,11.15,
1992,10,22,19.22,5.25,0,
1992,10,23,19.53,5,0,
1992,10,24,21.11,6.35,0,
1992,10,25,19.87,8.36,0,
1992,10,26,20.45,9.16,0,
1992,10,27,20.67,9.03,1.09,
1992,10,28,15.3,8.91,8.61,
1992,10,29,13.63,8.67,42.3,
1992,10,30,12.73,8.18,7.8,
1992,10,31,13.21,8.42,5.66,
1992,11,1,16.19,9.28,2.48,
1992,11,2,17.34,8.3,0.13,
1992,11,3,15.3,4.27,0,
1992,11,4,14.78,4.39,0.09,
1992,11,5,16.17,5.68,0.01,
1992,11,6,16.29,4.76,0.05,
1992,11,7,16.05,5.92,0.09,
1992,11,8,12.55,4.03,0.02,
1992,11,9,9.73,3.3,0.01,
1992,11,10,8.79,2.5,0,
1992,11,11,9.36,2.69,0,
1992,11,12,13.3,3.66,0,
1992,11,13,14.34,3.91,0,
1992,11,14,15.82,4.09,0,
1992,11,15,15.75,5.19,0.01,
1992,11,16,13.53,5.19,0.02,
1992,11,17,13.62,5.68,0.27,
1992,11,18,12.27,4.64,0.22,
1992,11,19,10.01,5.55,2.34,
1992,11,20,8.15,3.3,0,
1992,11,21,8.73,3.36,4.29,
1992,11,22,8.21,4.82,3.77,
1992,11,23,7.92,3.54,0.01,
1992,11,24,9.23,3.48,0.71,
1992,11,25,10.6,4.94,0.18,
1992,11,26,12.12,4.58,0.64,
1992,11,27,11.63,5.19,0.2,
1992,11,28,9.33,3.66,0,
1992,11,29,9.13,2.93,0,
1992,11,30,9.37,2.81,0.16,
1992,12,1,10.55,4.39,2.46,
1992,12,2,8.6,5.74,11.12,
1992,12,3,9.76,5.43,1.96,
1992,12,4,6.57,2.26,0,
1992,12,5,4.68,3.17,1.6,
1992,12,6,6.98,5.92,41.26,
1992,12,7,7.47,5.86,10.44,
1992,12,8,7.32,6.23,43.79,
1992,12,9,9.72,7.26,35.4,
1992,12,10,9.55,7.08,30.96,
1992,12,11,6.12,5.25,5.21,
1992,12,12,5.06,4.33,0.3,
1992,12,13,5.32,4.09,0.01,
1992,12,14,6.02,4.64,2.8,
1992,12,15,5.32,4.09,0.22,
1992,12,16,4.87,3.78,2.83,
1992,12,17,5.08,5.07,6.21,
1992,12,18,2.26,3.48,0.23,
1992,12,19,1.79,3.11,0.67,
1992,12,20,4.87,4.46,2.87,
1992,12,21,6.01,4.82,0.17,
1992,12,22,4.8,4.52,0,
1992,12,23,6.58,5.07,0.32,
1992,12,24,6.73,4.82,0.31,
1992,12,25,5.8,4.03,0.17,
1992,12,26,7.48,3.97,0.16,
1992,12,27,4.82,4.76,8.34,
1992,12,28,6.71,6.04,35.15,
1992,12,29,4.67,5.13,12.35,
1992,12,30,3.58,4.76,9.31,
1992,12,31,5.07,5.07,41.7,
1993,1,1,3.13,4.52,26.78,
1993,1,2,-1.43,2.93,0,
1993,1,3,-0.65,2.75,2.14,
1993,1,4,1.22,3.3,1.47,
1993,1,5,2.73,3.66,1.8,
1993,1,6,5.73,5.43,36.34,
1993,1,7,8.87,6.77,23.08,
1993,1,8,5.65,5.49,5.87,
1993,1,9,3.55,4.82,7,
1993,1,10,3.61,4.33,3.38,
1993,1,11,1.88,3.78,1.44,
1993,1,12,2.09,3.91,25.15,
1993,1,13,9,7.2,42.38,
1993,1,14,8.72,6.53,9.38,
1993,1,15,7.37,5.86,24.58,
1993,1,16,7.56,5.74,3.52,
1993,1,17,6.33,5.55,10.39,
1993,1,18,9.09,6.04,5.98,
1993,1,19,7.22,5.98,22.77,
1993,1,20,9.85,7.39,53.87,
1993,1,21,10.83,7.75,20.08,
1993,1,22,7.42,5.31,2.16,
1993,1,23,5.07,4.27,0.04,
1993,1,24,7.56,5.55,0.12,
1993,1,25,8.03,5.49,0.04,
1993,1,26,8.09,5.55,0.02,
1993,1,27,9.34,4.64,0.05,
1993,1,28,9.58,5.68,0.01,
1993,1,29,8.12,5.31,0.1,
1993,1,30,6.56,4.64,0.01,
1993,1,31,7.29,4.39,0.01,
1993,2,1,8.73,4.88,0.04,
1993,2,2,8.72,5.37,0.07,
1993,2,3,11.08,6.16,1.2,
1993,2,4,11.6,6.9,4.41,
1993,2,5,10.1,7.2,7.85,
1993,2,6,11.93,6.77,0.46,
1993,2,7,12.02,7.57,7.51,
1993,2,8,12.1,8.36,36.66,
1993,2,9,9.07,6.71,8.92,
1993,2,10,8.4,6.23,12.6,
1993,2,11,8.42,6.1,4.18,
1993,2,12,6.91,5.19,0.07,
1993,2,13,6.85,4.76,0,
1993,2,14,7.06,4.7,0.03,
1993,2,15,6.46,4.39,0.98,
1993,2,16,4.55,4.76,10.51,
1993,2,17,6.07,5.68,38.27,
1993,2,18,9.9,7.32,30.02,
1993,2,19,10.13,7.32,23.01,
1993,2,20,5.23,5,2.92,
1993,2,21,6.2,5.49,4.42,
1993,2,22,6.27,5.62,22.91,
1993,2,23,7.47,6.23,15.97,
1993,2,24,4.58,4.09,0.74,
1993,2,25,6.08,4.64,0.51,
1993,2,26,5.51,4.52,0.92,
1993,2,27,6.96,4.64,0,
1993,2,28,7.26,4.58,0.02,
1993,3,1,7.9,5.13,0.32,
1993,3,2,10.36,6.04,0.14,
1993,3,3,10.64,6.84,2.9,
1993,3,4,11.3,5.98,0.68,
1993,3,5,13.18,7.32,1.04,
1993,3,6,14.26,7.51,0.29,
1993,3,7,16.09,7.93,1.56,
1993,3,8,15.77,9.22,0.18,
1993,3,9,14.91,9.03,0.12,
1993,3,10,13.58,8.36,0.04,
1993,3,11,14.62,7.87,0,
1993,3,12,14.54,8,0.6,
1993,3,13,16.14,9.46,2.91,
1993,3,14,13.87,8.67,2.86,
1993,3,15,12.34,8,2.29,
1993,3,16,13.62,8.73,19.71,
1993,3,17,14.33,9.09,23.08,
1993,3,18,13.87,8.36,3.62,
1993,3,19,14.12,7.87,0.1,
1993,3,20,13.76,7.57,0.01,
1993,3,21,14.79,7.2,0.08,
1993,3,22,15.87,8.97,0.07,
1993,3,23,12.87,8.91,39.54,
1993,3,24,10.67,6.29,8.08,
1993,3,25,11.31,6.29,3.32,
1993,3,26,12.1,7.02,1.1,
1993,3,27,8.63,6.23,4.95,
1993,3,28,11.6,6.59,0.93,
1993,3,29,13.66,7.63,0.1,
1993,3,30,14.92,7.75,0.38,
1993,3,31,12.89,8.24,9.05,
1993,4,1,10.04,6.53,1.75,
1993,4,2,13.76,7.14,0.12,
1993,4,3,13.34,8.18,0.29,
1993,4,4,12.48,7.08,1.21,
1993,4,5,11.44,5.68,0.01,
1993,4,6,12.17,6.9,0.07,
1993,4,7,14.68,7.39,0.18,
1993,4,8,12.46,8.12,8.64,
1993,4,9,12.24,7.08,1.01,
1993,4,10,12.01,6.47,0.54,
1993,4,11,9.82,5.19,0.06,
1993,4,12,11.27,5.25,0.07,
1993,4,13,13.52,5.92,0.07,
1993,4,14,14.39,7.81,0.08,
1993,4,15,14.01,7.75,0.16,
1993,4,16,12.23,7.32,4.77,
1993,4,17,10.53,7.2,30.52,
1993,4,18,11.02,6.1,0.35,
1993,4,19,14.44,6.35,0,
1993,4,20,14.87,7.75,0.15,
1993,4,21,14.97,8,0.11,
1993,4,22,14.08,7.14,2.61,
1993,4,23,11.26,7.2,3.62,
1993,4,24,13.15,7.32,0.63,
1993,4,25,14.73,8.06,0.13,
1993,4,26,12.89,6.53,0.01,
1993,4,27,14.84,7.57,0.03,
1993,4,28,17.39,8.73,0,
1993,4,29,18.12,10.01,0.04,
1993,4,30,17.46,9.16,0.38,
1993,5,1,18.73,9.52,0.04,
1993,5,2,18.7,9.95,0.62,
1993,5,3,13.72,7.87,5.8,
1993,5,4,14.2,6.53,0.48,
1993,5,5,16.65,8.12,0.61,
1993,5,6,15.87,8.73,0.73,
1993,5,7,14.43,6.71,0.15,
1993,5,8,14.89,7.08,0.09,
1993,5,9,18.74,8.85,0.14,
1993,5,10,18.76,10.01,0.32,
1993,5,11,14,8.12,0.37,
1993,5,12,11.96,6.16,0.55,
1993,5,13,13.17,7.02,0.07,
1993,5,14,15.56,8.12,0.05,
1993,5,15,19.49,8.61,0.05,
1993,5,16,19.95,9.09,0,
1993,5,17,17.85,10.01,0,
1993,5,18,17.65,9.46,0.05,
1993,5,19,18.36,10.8,0.17,
1993,5,20,16.98,9.4,0.15,
1993,5,21,17.08,8.67,0.2,
1993,5,22,20.14,9.46,0,
1993,5,23,18.05,10.31,1.15,
1993,5,24,16.35,9.7,9.67,
1993,5,25,16.97,9.7,12.77,
1993,5,26,16.23,9.28,6.63,
1993,5,27,15.29,9.03,2.7,
1993,5,28,15.47,8.24,0.21,
1993,5,29,17.62,9.03,0.57,
1993,5,30,17.86,11.29,14.54,
1993,5,31,17.01,9.95,13.47,
1993,6,1,16.23,8.91,1.02,
1993,6,2,17.16,8.48,0.73,
1993,6,3,16.59,9.46,4.25,
1993,6,4,13.9,9.03,20.53,
1993,6,5,13.34,7.45,7.7,
1993,6,6,14.68,8.85,7.53,
1993,6,7,16.8,7.93,0.95,
1993,6,8,18.37,8.67,0,
1993,6,9,21.3,10.5,0.39,
1993,6,10,20.98,10.5,0.2,
1993,6,11,17.33,7.57,0,
1993,6,12,19.22,8.06,0.13,
1993,6,13,22.7,8.97,0,
1993,6,14,23.62,11.17,0.03,
1993,6,15,20.65,9.46,0.18,
1993,6,16,21.89,9.4,0.22,
1993,6,17,23.65,10.5,0.17,
1993,6,18,24.79,10.38,0.1,
1993,6,19,25.43,11.96,0.12,
1993,6,20,23.44,10.62,0.07,
1993,6,21,20.11,8.18,0.08,
1993,6,22,19.19,6.23,0.08,
1993,6,23,21.9,7.02,0.13,
1993,6,24,25.3,8.06,0.12,
1993,6,25,26.82,8.79,0.15,
1993,6,26,29.1,9.52,0.11,
1993,6,27,26.31,9.7,0.1,
1993,6,28,23.12,7.75,0.15,
1993,6,29,24.21,7.02,0.15,
1993,6,30,26.03,8,0.02,
1993,7,1,27.12,8.67,0.02,
1993,7,2,25.35,7.39,0.03,
1993,7,3,25.1,7.02,0.02,
1993,7,4,26.32,7.32,0.03,
1993,7,5,26.33,7.02,0.04,
1993,7,6,28.35,6.84,0.05,
1993,7,7,27.33,7.32,0.08,
1993,7,8,26.58,7.69,0.07,
1993,7,9,26.49,8,0.1,
1993,7,10,26.16,7.87,0.2,
1993,7,11,28.51,6.77,0.26,
1993,7,12,26.81,5.8,0.23,
1993,7,13,26.03,5.49,0.03,
1993,7,14,24.75,5.8,0.06,
1993,7,15,24.21,5.68,0.14,
1993,7,16,24.3,5.43,0.03,
1993,7,17,25.96,5.49,0.04,
1993,7,18,27.11,5.8,0.07,
1993,7,19,24.32,7.32,0.08,
1993,7,20,24.18,6.96,0.05,
1993,7,21,24.9,6.35,0.07,
1993,7,22,27.49,9.58,0.12,
1993,7,23,28.11,7.2,0.02,
1993,7,24,28.05,6.65,0.02,
1993,7,25,25.55,7.2,0.05,
1993,7,26,27.08,5.68,0.02,
1993,7,27,25.35,6.23,0.04,
1993,7,28,23.52,6.9,0.02,
1993,7,29,23.49,7.39,0,
1993,7,30,27.51,5.62,0.02,
1993,7,31,31.28,5.25,0.03,
1993,8,1,33.91,6.53,0.05,
1993,8,2,33.8,7.32,0.04,
1993,8,3,29.1,6.96,0.03,
1993,8,4,29.08,7.14,0.02,
1993,8,5,28.65,7.39,0,
1993,8,6,29.75,6.53,0.01,
1993,8,7,25.37,7.14,0.02,
1993,8,8,24.37,6.65,0.02,
1993,8,9,24.82,6.04,0.02,
1993,8,10,23.65,5.98,0.02,
1993,8,11,22.27,6.16,0.04,
1993,8,12,24.09,6.53,0.09,
1993,8,13,25.65,7.08,0.06,
1993,8,14,23.19,7.57,0.09,
1993,8,15,20.19,8.79,7.33,
1993,8,16,23.9,6.77,0.23,
1993,8,17,25.18,5.8,0.02,
1993,8,18,26.7,5.92,0.35,
1993,8,19,22.61,7.32,0.44,
1993,8,20,22.53,7.32,0.06,
1993,8,21,27.43,6.77,0,
1993,8,22,29.15,6.9,0.04,
1993,8,23,29.15,5.62,0.07,
1993,8,24,27.06,4.09,0.06,
1993,8,25,25.66,2.99,0.02,
1993,8,26,26.83,2.81,0.01,
1993,8,27,28.8,2.93,0.03,
1993,8,28,28.91,3.48,0.03,
1993,8,29,26.58,4.82,0.03,
1993,8,30,24.19,6.04,0.04,
1993,8,31,23.88,7.08,0,
1993,9,1,28.41,6.29,0.05,
1993,9,2,30.6,6.23,0.93,
1993,9,3,30.93,6.29,0.03,
1993,9,4,29.5,7.32,0.01,
1993,9,5,24.44,7.45,0.03,
1993,9,6,22.7,6.71,0.02,
1993,9,7,27.9,4.82,0.01,
1993,9,8,31.04,4.94,0.03,
1993,9,9,30.33,5.43,0.03,
1993,9,10,29.44,5.68,0.22,
1993,9,11,28.49,4.82,0.02,
1993,9,12,26.04,3.42,0.01,
1993,9,13,25.2,2.38,0.02,
1993,9,14,20.83,5.49,0.71,
1993,9,15,19.62,6.29,0.01,
1993,9,16,19.3,6.53,0.08,
1993,9,17,18.56,6.65,0.02,
1993,9,18,20.9,5.55,0,
